year,state,division,total_population,fss,homicide_rate,firearm_homicide_rate,nonfirearm_homicide_rate,firearm_suicides,total_suicides,firearm_homicides,nonfirearm_homicides,total_homicides,white_fss,nonwhite_fss,nextyearfss,nextyearnonwhitefss,nextyearwhitefss
1957,Vermont,New England,386240.8,0.509803922,1.035623373,1.035623373,0,26,51,4,0,4,0.509803951,NA,0.457627118,NA,0.457627118
1957,Virginia,South Atlantic,3772468.3,0.628701595,7.607751137,4.983474613,2.624276525,276,439,188,99,287,0.625935137,0.710526288,0.669014096,0.736842096,0.662371159
1957,Washington,Pacific,2710938.7,0.452095808,2.397693463,0.995964977,1.401728486,151,334,27,38,65,0.450617284,0.5,0.435967296,0.5,0.434173673
1957,West Virginia,South Atlantic,1903960.3,0.676136364,4.149246179,2.731149384,1.418096795,119,176,52,27,79,0.672514617,0.800000012,0.659793794,0.571428597,0.663101614
1957,Wisconsin,East North Central,3796616.4,0.427184466,1.343301367,0.711159547,0.63214182,176,412,27,24,51,0.426470578,0.5,0.378684819,0.600000024,0.376146793
1957,Wyoming,Mountain,318204.9,0.625,3.142629168,1.257051667,1.885577501,30,48,4,6,10,0.622222245,0.666666687,0.699999988,1,0.680000007
1958,Alabama,East South Central,3225740.6,0.739299611,11.22222909,6.727137328,4.495091763,190,257,217,145,362,0.738396645,0.75,0.744186044,0.483870953,0.774074078
1958,Arizona,Mountain,1191646.2,0.666666667,6.293814389,3.104948432,3.188865957,108,162,37,38,75,0.641379297,0.882352948,0.636363626,0.600000024,0.640625
1958,Arkansas,West South Central,1810919.8,0.682170543,6.681687394,4.141541773,2.540145621,88,129,75,46,121,0.691666663,0.555555582,0.688524604,0.466666669,0.719626188
1958,California,Pacific,14691007.8,0.371571072,3.886731311,1.844665823,2.042065487,894,2406,271,300,571,0.375432521,0.276595742,0.367285281,0.288659781,0.370720714
1958,Colorado,Mountain,1668175.4,0.503875969,4.495930104,2.937341001,1.558589103,130,258,49,26,75,0.508000016,0.375,0.534136534,0.25,0.538775504
1958,Connecticut,New England,2429643.2,0.291187739,1.605173961,0.49389968,1.111274281,76,261,12,27,39,0.291828781,0.25,0.230125517,0.428571433,0.224137932
1958,Delaware,South Atlantic,420650.6,0.378378378,3.09045084,2.139542889,0.950907951,14,37,9,4,13,0.40625,0.200000003,0.413793117,0.333333343,0.423076928
1958,District of Columbia,South Atlantic,771600.4,0.216494845,11.14566555,4.276825155,6.8688404,21,97,33,53,86,0.150684938,0.416666657,0.271604925,0.238095239,0.283333331
1958,Florida,South Atlantic,4515509,0.5330033,10.65217675,6.045830049,4.606346704,323,606,273,208,481,0.518900335,0.875,0.543589771,0.526315808,0.544169605
1958,Georgia,South Atlantic,3843408.4,0.727272727,10.27733613,5.828160234,4.449175893,248,341,224,171,395,0.72131145,0.777777791,0.752659559,0.795454562,0.746987939
1958,Idaho,Mountain,651480.2,0.686567164,1.534966067,1.074476247,0.46048982,46,67,7,3,10,0.671875,1,0.647727251,0.333333343,0.65882355
1958,Illinois,East North Central,9699361.6,0.417322835,4.412661551,2.051681422,2.360980129,424,1016,199,229,428,0.415811092,0.452380955,0.422222227,0.487179488,0.408388525
1958,Indiana,East North Central,4516843.2,0.548449612,2.94453436,1.903984624,1.040549736,283,516,86,47,133,0.548133612,0.571428597,0.513966501,0.416666657,0.516190469
1958,Iowa,West North Central,2730244.2,0.501440922,1.281936612,0.879042248,0.402894364,174,347,24,11,35,0.497093022,1,0.555555582,0.666666687,0.554545462
1958,Kansas,West North Central,2123948.6,0.534615385,2.589516526,1.600792034,0.988724492,139,260,34,21,55,0.543307066,0.166666672,0.643410861,0.666666687,0.643137276
1958,Kentucky,East South Central,3019486,0.732704403,6.358698136,4.537196066,1.82150207,233,318,137,55,192,0.740259767,0.5,0.684210539,0.777777791,0.67832166
1958,Louisiana,West South Central,3142320.8,0.79253112,7.76496149,4.646247449,3.118714041,191,241,146,98,244,0.80092591,0.720000029,0.740384638,0.714285731,0.74444443
1958,Maine,New England,958166.8,0.507462687,1.565489433,0.93929366,0.626195773,68,134,9,6,15,0.503759384,1,0.508771956,NA,0.508771956
1958,Maryland,South Atlantic,2949151.4,0.487544484,5.628737813,2.509196374,3.119541438,137,281,74,92,166,0.486486495,0.5,0.475570023,0.5,0.473684222
1958,Massachusetts,New England,5056965.2,0.244552058,0.889861769,0.316395296,0.573466474,101,413,16,29,45,0.24570024,0.166666672,0.230952382,0.200000003,0.231325299
1958,Michigan,East North Central,7532908.4,0.419009371,2.880693465,1.354058679,1.526634786,313,747,102,115,217,0.421199441,0.366666675,0.399244338,0.411764711,0.398684204
1958,Minnesota,West North Central,3327587.8,0.419463087,1.172020164,0.570984183,0.601035982,125,298,19,20,39,0.424657524,0.166666672,0.478260875,NA,0.478260875
1958,Mississippi,East South Central,2178295.6,0.848275862,9.365120143,5.692524008,3.672596134,123,145,124,80,204,0.842975199,0.875,0.779527545,0.666666687,0.801886797
1958,Missouri,West North Central,4246781,0.524528302,5.25103602,2.872764101,2.378271919,278,530,122,101,223,0.523166001,0.583333313,0.57407409,0.449999988,0.578846157
1958,Montana,Mountain,658018.4,0.735294118,2.735485816,1.671685777,1.06380004,75,102,11,7,18,0.724489808,1,0.649999976,NA,0.649999976
1958,Nebraska,West North Central,1394166,0.585714286,2.869098802,2.008369161,0.860729641,82,140,28,12,40,0.589928031,0,0.509316742,NA,0.509316742
1958,Nevada,Mountain,260239,0.575757576,7.68524318,4.611145908,3.074097272,38,66,12,8,20,0.584615409,0,0.534246564,0.5,0.535211265
1958,New Hampshire,New England,592185.2,0.413333333,0.337732182,0,0.337732182,31,75,0,2,2,0.413333327,NA,0.463768125,NA,0.463768125
1958,New Jersey,Middle Atlantic,5820491.4,0.238747554,2.388114516,0.893395358,1.494719157,122,511,52,87,139,0.240890682,0.176470593,0.24712643,0.181818187,0.25
1958,New Mexico,Mountain,897055.8,0.695652174,5.350837707,3.455749352,1.895088355,64,92,31,17,48,0.686046541,0.833333313,0.670454562,0.583333313,0.684210539
1958,New York,Middle Atlantic,16391881.6,0.226293103,2.855071867,0.756472033,2.098599834,315,1392,124,344,468,0.231828615,0.141176477,0.208770841,0.182795703,0.210353866
1958,North Carolina,South Atlantic,4457309.8,0.71460177,8.143925737,5.608764282,2.535161455,323,452,250,113,363,0.726601005,0.608695626,0.675879419,0.707317054,0.672268927
1958,North Dakota,West North Central,629884,0.492753623,0.793796953,0.158759391,0.635037562,34,69,1,4,5,0.5,0,0.51111114,1,0.5
1958,Ohio,East North Central,9354443,0.463935886,3.36738382,1.774557822,1.592825997,521,1123,166,149,315,0.464384824,0.452380955,0.449810594,0.5,0.448039204
1958,Oklahoma,West South Central,2309297.4,0.669902913,4.893263206,2.901315352,1.991947854,138,206,67,46,113,0.666666687,0.75,0.647058845,0.400000006,0.659793794
1958,Oregon,Pacific,1719217.8,0.56744186,2.210307501,1.395983685,0.814323816,122,215,24,14,38,0.566037714,0.666666687,0.537500024,0,0.539748967
1958,Pennsylvania,Middle Atlantic,11155095.2,0.401617251,2.483170202,0.977131957,1.506038245,447,1113,109,168,277,0.40505144,0.318181813,0.375330389,0.325581402,0.377289385
1958,Rhode Island,New England,845969.6,0.242424242,0.827452901,0.354622672,0.472830229,8,33,3,4,7,0.25,0,0.258620679,0,0.272727281
1958,South Carolina,South Atlantic,2329480.6,0.682926829,7.941684511,4.979650829,2.962033683,112,164,116,69,185,0.691780806,0.611111104,0.785714269,0.588235319,0.80794704
1958,South Dakota,West North Central,674959.2,0.65,0.888942621,0.44447131,0.44447131,52,80,3,3,6,0.653846145,0.5,0.580645144,0.600000024,0.578947365
1958,Tennessee,East South Central,3512014.8,0.674931129,8.114999971,4.840526298,3.274473672,245,363,170,115,285,0.680115283,0.5625,0.698461533,0.678571403,0.700336695
1958,Texas,West South Central,9205980.4,0.668997669,7.929628006,5.17055196,2.759076046,574,858,476,254,730,0.666666687,0.717948735,0.647798717,0.560606062,0.664812267
1958,Utah,Mountain,850274,0.639344262,1.411309766,0.588045736,0.82326403,39,61,5,7,12,0.627118647,1,0.566666663,0.5,0.568181813
1958,Vermont,New England,387454.2,0.457627119,1.806665149,1.290475106,0.516190043,27,59,5,2,7,0.457627118,NA,0.520547926,NA,0.520547926
1958,Virginia,South Atlantic,3837295.2,0.669014085,7.844066831,4.221723677,3.622343155,285,426,162,139,301,0.662371159,0.736842096,0.648543715,0.679245293,0.645021617
1958,Washington,Pacific,2758363.8,0.435967302,2.283962688,1.015094528,1.26886816,160,367,28,35,63,0.434173673,0.5,0.474254757,0.300000012,0.479108632
1958,West Virginia,South Atlantic,1889447.2,0.659793814,5.186702227,3.06968091,2.117021317,128,194,58,40,98,0.663101614,0.571428597,0.65625,0.333333343,0.661375642
1958,Wisconsin,East North Central,3848336.6,0.378684807,1.091380624,0.571675565,0.519705059,167,441,22,20,42,0.376146793,0.600000024,0.428571433,0.75,0.425531924
1958,Wyoming,Mountain,322158.6,0.7,2.793655051,2.483248934,0.310406117,35,50,8,1,9,0.680000007,1,0.722222209,1,0.716981113
1959,Alabama,East South Central,3246240.3,0.744186047,10.10399631,5.514071155,4.589925151,224,301,179,149,328,0.774074078,0.483870953,0.788617909,0.850000024,0.78318584
1959,Alaska,Pacific,NA,0.666666667,#VALUE!,#VALUE!,#VALUE!,18,27,7,2,9,0.739130437,0.25,0.514285743,0,0.5625
1959,Arizona,Mountain,1246903.6,0.636363636,6.656488922,3.047549145,3.608939777,91,143,38,45,83,0.640625,0.600000024,0.569536448,0.636363626,0.564285696
1959,Arkansas,West South Central,1798595.9,0.68852459,7.283459281,5.059502248,2.223957032,84,122,91,40,131,0.719626188,0.466666669,0.721088409,0.538461566,0.73880595
1959,California,Pacific,15204105.9,0.367285283,3.781873158,1.775836092,2.006037067,851,2317,270,305,575,0.370720714,0.288659781,0.370119512,0.280000001,0.373858929
1959,Colorado,Mountain,1711061.2,0.534136546,4.733904316,2.980606421,1.753297895,133,249,51,30,81,0.538775504,0.25,0.50454545,0.333333343,0.50691247
1959,Connecticut,New England,2482438.6,0.230125523,1.571035835,0.402829701,1.168206134,55,239,10,29,39,0.224137932,0.428571433,0.289795905,0.5,0.286307067
1959,Delaware,South Atlantic,433471.3,0.413793103,4.844611396,1.845566246,2.99904515,24,58,8,13,21,0.423076928,0.333333343,0.489795923,0.333333343,0.5
1959,District of Columbia,South Atlantic,767778.2,0.271604938,9.768446148,3.646886562,6.121559586,22,81,28,47,75,0.283333331,0.238095239,0.283582091,0,0.358490556
1959,Florida,South Atlantic,4733534.5,0.543589744,10.79531585,6.337758814,4.457557033,318,585,300,211,511,0.544169605,0.526315808,0.551775157,0.628571451,0.547581911
1959,Georgia,South Atlantic,3893262.2,0.752659574,10.89060994,6.832316611,4.058293325,283,376,266,158,424,0.746987939,0.795454562,0.739247322,0.633333325,0.748538017
1959,Idaho,Mountain,659335.6,0.647727273,2.275017457,1.213342644,1.061674813,57,88,8,7,15,0.65882355,0.333333343,0.64864862,1,0.643835604
1959,Illinois,East North Central,9890259.8,0.422222222,4.367933793,2.123301149,2.244632644,399,945,210,222,432,0.408388525,0.487179488,0.42116183,0.390243888,0.422535211
1959,Indiana,East North Central,4589670.6,0.51396648,3.137480062,1.830196703,1.307283359,276,537,84,60,144,0.516190469,0.416666657,0.493433386,0.529411793,0.492248058
1959,Iowa,West North Central,2743890.6,0.555555556,1.166227254,0.65600283,0.510224424,185,333,18,14,32,0.554545462,0.666666687,0.517684877,1,0.516129017
1959,Kansas,West North Central,2151279.8,0.643410853,2.556617693,1.580454574,0.976163119,166,258,34,21,55,0.643137276,0.666666687,0.601694942,0.666666687,0.600000024
1959,Kentucky,East South Central,3028821,0.684210526,7.263552386,5.381631995,1.881920391,208,304,163,57,220,0.67832166,0.777777791,0.636065602,0.571428597,0.639175236
1959,Louisiana,West South Central,3199671.4,0.740384615,8.313353678,5.063019909,3.250333769,154,208,162,104,266,0.74444443,0.714285731,0.711610496,0.677419364,0.716101706
1959,Maine,New England,963715.9,0.50877193,1.452710285,0.933885183,0.518825102,58,114,9,5,14,0.508771956,NA,0.596491218,0,0.607142866
1959,Maryland,South Atlantic,3024920.2,0.475570033,4.826573607,2.38022808,2.446345527,146,307,72,74,146,0.473684222,0.5,0.433436543,0.25,0.450847447
1959,Massachusetts,New England,5102771.6,0.230952381,1.019054037,0.352749474,0.666304563,97,420,18,34,52,0.231325299,0.200000003,0.277777791,0.375,0.275862068
1959,Michigan,East North Central,7678051.2,0.399244332,3.256034552,1.432655203,1.823379349,317,794,110,140,250,0.398684204,0.411764711,0.410062879,0.46875,0.407601565
1959,Minnesota,West North Central,3370725.9,0.47826087,1.216355207,0.623011204,0.593344003,154,322,21,20,41,0.478260875,NA,0.424242437,0.25,0.426380366
1959,Mississippi,East South Central,2178218.3,0.779527559,10.28363411,6.840453044,3.443181062,99,127,149,75,224,0.801886797,0.666666687,0.763157904,0.727272749,0.769230783
1959,Missouri,West North Central,4283297,0.574074074,5.789932382,3.525321732,2.264610649,310,540,151,97,248,0.578846157,0.449999988,0.554435492,0.277777791,0.564853549
1959,Montana,Mountain,666392.7,0.65,4.051665032,2.701110021,1.350555011,65,100,18,9,27,0.649999976,NA,0.583333313,0.666666687,0.580952406
1959,Nebraska,West North Central,1402748,0.50931677,2.780257038,1.354484198,1.42577284,82,161,19,20,39,0.509316742,NA,0.493421048,0,0.503355682
1959,Nevada,Mountain,272758.5,0.534246575,7.699118451,4.399496258,3.299622193,39,73,12,9,21,0.535211265,0.5,0.55384618,0.5,0.525423706
1959,New Hampshire,New England,599553.1,0.463768116,2.168281675,1.501118083,0.667163592,32,69,9,4,13,0.463768125,NA,0.333333343,NA,0.333333343
1959,New Jersey,Middle Atlantic,5943636.7,0.247126437,2.540532129,0.740287508,1.800244621,129,522,44,107,151,0.25,0.181818187,0.233820453,0.285714298,0.231441051
1959,New Mexico,Mountain,924039.4,0.670454545,5.519245175,3.679496783,1.839748392,59,88,34,17,51,0.684210539,0.583333313,0.669724762,0.5,0.679611623
1959,New York,Middle Atlantic,16587092.8,0.208770846,3.22539945,0.831972195,2.393427256,338,1619,138,397,535,0.210353866,0.182795703,0.197538465,0.123595506,0.201822922
1959,North Carolina,South Atlantic,4506732.4,0.675879397,9.275012646,6.41262836,2.862384285,269,398,289,129,418,0.672268927,0.707317054,0.736842096,0.681818187,0.742718458
1959,North Dakota,West North Central,631165,0.511111111,0.633748703,0.316874351,0.316874351,23,45,2,2,4,0.5,1,0.465517253,1,0.456140339
1959,Ohio,East North Central,9530420,0.449810606,3.619987367,1.85721091,1.762776457,475,1056,177,168,345,0.448039204,0.5,0.485963225,0.59375,0.482517481
1959,Oklahoma,West South Central,2318790.7,0.647058824,5.131985392,3.622577924,1.509407468,132,204,84,35,119,0.659793794,0.400000006,0.696202517,0.714285731,0.695067286
1959,Oregon,Pacific,1743952.4,0.5375,2.00693551,1.433525365,0.573410146,129,240,25,10,35,0.539748967,0,0.558441579,0.5,0.560000002
1959,Pennsylvania,Middle Atlantic,11237230.6,0.375330396,2.607403999,0.889898976,1.717505023,426,1135,100,193,293,0.377289385,0.325581402,0.368755668,0.303030312,0.370786518
1959,Rhode Island,New England,852728.8,0.25862069,1.641788104,0.469082316,1.172705789,15,58,4,10,14,0.272727281,0,0.314814806,0,0.320754707
1959,South Carolina,South Atlantic,2356037.3,0.785714286,8.701050701,5.475295319,3.225755382,132,168,129,76,205,0.80794704,0.588235319,0.670520246,0.615384638,0.680272102
1959,South Dakota,West North Central,677736.6,0.580645161,1.770599374,0.737749739,1.032849635,36,62,5,7,12,0.578947365,0.600000024,0.585714281,0,0.602941155
1959,Tennessee,East South Central,3539551.9,0.698461538,6.695762817,4.18132024,2.514442577,227,325,148,89,237,0.700336695,0.678571403,0.662650585,0.478260875,0.676375389
1959,Texas,West South Central,9392828.7,0.647798742,7.51637257,4.865413973,2.650958598,515,795,457,249,706,0.664812267,0.560606062,0.661137462,0.735849082,0.656131506
1959,Utah,Mountain,870450.5,0.566666667,1.263713445,0.574415202,0.689298243,51,90,5,6,11,0.568181813,0.5,0.651162803,1,0.638554215
1959,Vermont,New England,388667.6,0.520547945,0.771867786,0.257289262,0.514578524,38,73,1,2,3,0.520547926,NA,0.607843161,0,0.620000005
1959,Virginia,South Atlantic,3902122.1,0.648543689,7.53436188,4.561620458,2.972741422,334,515,178,116,294,0.645021617,0.679245293,0.65488565,0.690476179,0.651480615
1959,Washington,Pacific,2805788.9,0.474254743,2.387920203,0.855374401,1.532545802,175,369,24,43,67,0.479108632,0.300000012,0.467336684,0.5,0.466145843
1959,West Virginia,South Atlantic,1874934.1,0.65625,4.106811007,3.146777265,0.960033742,126,192,59,18,77,0.661375642,0.333333343,0.694444418,0.666666687,0.694779098
1959,Wisconsin,East North Central,3900056.8,0.428571429,1.358954567,0.743578914,0.615375653,183,427,29,24,53,0.425531924,0.75,0.418604642,0.5,0.418224305
1959,Wyoming,Mountain,326112.3,0.722222222,3.986356847,3.066428344,0.919928503,39,54,10,3,13,0.716981113,1,0.704918027,1,0.694915235
1960,Alabama,East South Central,3266740,0.788617886,10.53037585,6.305980886,4.224394963,194,246,206,138,344,0.78318584,0.850000024,0.807308972,0.848484874,0.802238822
1960,Alaska,Pacific,226167,0.514285714,9.28517423,7.958720768,1.326453461,18,35,18,3,21,0.5625,0,0.769230783,0.625,0.806451619
1960,Arizona,Mountain,1302161,0.569536424,6.834792318,4.3773389,2.457453418,86,151,57,32,89,0.564285696,0.636363626,0.646408856,0.789473712,0.629629612
1960,Arkansas,West South Central,1786272,0.721088435,7.445674567,4.590566274,2.855108293,106,147,82,51,133,0.73880595,0.538461566,0.753623188,0.636363626,0.763779521
1960,California,Pacific,15717204,0.370119522,4.542792726,2.226859179,2.315933546,929,2510,350,364,714,0.373858929,0.280000001,0.370999604,0.315789461,0.373603642
1960,Colorado,Mountain,1753947,0.504545455,3.876970057,2.280570622,1.596399435,111,220,40,28,68,0.50691247,0.333333343,0.427083343,0.400000006,0.491166085
1960,Connecticut,New England,2535234,0.289795918,1.972204538,0.946658178,1.02554636,71,245,24,26,50,0.286307067,0.5,0.243589744,0.400000006,0.240174666
1960,Delaware,South Atlantic,446292,0.489795918,5.377645129,2.24068547,3.136959659,24,49,10,14,24,0.5,0.333333343,0.520833313,0.800000012,0.488372087
1960,District of Columbia,South Atlantic,763956,0.28358209,11.518988,2.879747001,8.639241003,19,67,22,66,88,0.358490556,0,0.235294119,0.391304344,0.17741935
1960,Florida,South Atlantic,4951560,0.551775148,9.249610224,5.35184871,3.897761514,373,676,265,193,458,0.547581911,0.628571451,0.504464269,0.514285743,0.503924668
1960,Georgia,South Atlantic,3943116,0.739247312,10.90508116,6.720573273,4.184507887,275,372,265,165,430,0.748538017,0.633333325,0.747282624,0.75757575,0.74626863
1960,Hawaii,Pacific,632772,0.4,3.476765723,1.738382861,1.738382861,18,45,11,11,22,0.625,0.275862068,0.200000003,0.186046511,0.227272734
1960,Idaho,Mountain,667191,0.648648649,1.498821177,0.899292706,0.599528471,48,74,6,4,10,0.643835604,1,0.673684239,0,0.680851042
1960,Illinois,East North Central,10081158,0.421161826,4.741518782,2.410437372,2.331081409,406,964,243,235,478,0.422535211,0.390243888,0.445168287,0.431372553,0.445977002
1960,Indiana,East North Central,4662498,0.493433396,3.024129984,1.823057082,1.201072901,263,533,85,56,141,0.492248058,0.529411793,0.513684213,0.615384638,0.510822535
1960,Iowa,West North Central,2757537,0.517684887,0.979134641,0.616492181,0.36264246,161,311,17,10,27,0.516129017,1,0.476635516,1,0.474999994
1960,Kansas,West North Central,2178611,0.601694915,2.891750753,1.698329807,1.193420946,142,236,37,26,63,0.600000024,0.666666687,0.625514388,0.333333343,0.629166663
1960,Kentucky,East South Central,3038156,0.636065574,6.089219908,4.542228905,1.546991004,194,305,138,47,185,0.639175236,0.571428597,0.648148119,0.583333313,0.650641024
1960,Louisiana,West South Central,3257022,0.711610487,8.259078385,4.881760086,3.377318299,190,267,159,110,269,0.716101706,0.677419364,0.716981113,0.535714269,0.738396645
1960,Maine,New England,969265,0.596491228,1.75390631,1.031709594,0.722196716,68,114,10,7,17,0.607142866,0,0.484615386,1,0.4765625
1960,Maryland,South Atlantic,3100689,0.433436533,5.676157783,2.676824409,2.999333374,140,323,83,93,176,0.450847447,0.25,0.482142866,0.380952388,0.48888889
1960,Massachusetts,New England,5148578,0.277777778,1.320753031,0.543839483,0.776913548,115,414,28,40,68,0.275862068,0.375,0.23582767,0,0.238532111
1960,Michigan,East North Central,7823194,0.410062893,3.579100812,1.495552839,2.083547973,326,795,117,163,280,0.407601565,0.46875,0.403120935,0.15625,0.413839877
1960,Minnesota,West North Central,3413864,0.424242424,1.318154443,0.61513874,0.703015703,140,330,21,24,45,0.426380366,0.25,0.445859879,0.5,0.445512831
1960,Mississippi,East South Central,2178141,0.763157895,8.034374267,5.141999531,2.892374736,116,152,112,63,175,0.769230783,0.727272749,0.778523505,0.862068951,0.758333325
1960,Missouri,West North Central,4319813,0.554435484,4.629830041,2.361213321,2.26861672,275,496,102,98,200,0.564853549,0.277777791,0.572243333,0.482758611,0.577464759
1960,Montana,Mountain,674767,0.583333333,3.853181913,1.778391652,2.074790261,63,108,12,14,26,0.580952406,0.666666687,0.688172042,0.5,0.692307711
1960,Nebraska,West North Central,1411330,0.493421053,1.913089072,1.133682413,0.779406659,75,152,16,11,27,0.503355682,0,0.581699371,1,0.576158941
1960,Nevada,Mountain,285278,0.553846154,8.062311149,3.855887941,4.206423208,36,65,11,12,23,0.525423706,0.5,0.639534891,1,0.621951222
1960,New Hampshire,New England,606921,0.333333333,0.988596539,0.823830449,0.16476609,26,78,5,1,6,0.333333343,NA,0.522388041,NA,0.522388041
1960,New Jersey,Middle Atlantic,6066782,0.233820459,2.620829296,1.038441797,1.5823875,112,479,63,96,159,0.231441051,0.285714298,0.240157485,0.333333343,0.235537186
1960,New Mexico,Mountain,951023,0.669724771,6.098695825,3.680247481,2.418448345,73,109,35,23,58,0.679611623,0.5,0.680412352,0.777777791,0.670454562
1960,New York,Middle Atlantic,16782304,0.197538462,3.271302915,0.893798611,2.377504305,321,1625,150,399,549,0.201822922,0.123595506,0.208633095,0.130434781,0.213639528
1960,North Carolina,South Atlantic,4556155,0.736842105,9.218299202,6.057739476,3.160559726,336,456,276,144,420,0.742718458,0.681818187,0.716186225,0.740740716,0.712846339
1960,North Dakota,West North Central,632446,0.465517241,1.423046394,0.79058133,0.632465064,27,58,5,4,9,0.456140339,1,0.508771956,1,0.4909091
1960,Ohio,East North Central,9706397,0.485963214,3.461634631,2.008984384,1.452650247,502,1033,195,141,336,0.482517481,0.59375,0.450836807,0.477272719,0.449561417
1960,Oklahoma,West South Central,2328284,0.696202532,5.798261724,3.478957034,2.31930469,165,237,81,54,135,0.695067286,0.714285731,0.596059084,0.5,0.598984778
1960,Oregon,Pacific,1768687,0.558441558,2.487721117,1.130782326,1.356938791,129,231,20,24,44,0.560000002,0.5,0.558375657,0,0.56410259
1960,Pennsylvania,Middle Atlantic,11319366,0.368755677,2.721000452,1.068964463,1.652035989,406,1101,121,187,308,0.370786518,0.303030312,0.373746574,0.311111122,0.376425862
1960,Rhode Island,New England,859488,0.314814815,1.396180051,0.349045013,1.047135039,17,54,3,9,12,0.320754707,0,0.264150947,0,0.274509817
1960,South Carolina,South Atlantic,2382594,0.670520231,9.989112707,6.757340949,3.231771758,116,173,161,77,238,0.680272102,0.615384638,0.769230783,0.6875,0.777777791
1960,South Dakota,West North Central,680514,0.585714286,2.938954966,2.057268476,0.88168649,41,70,14,6,20,0.602941155,0,0.620000005,1,0.604166687
1960,Tennessee,East South Central,3567089,0.662650602,7.56919718,4.849893008,2.719304172,220,332,173,97,270,0.676375389,0.478260875,0.684971094,0.416666657,0.694610775
1960,Texas,West South Central,9579677,0.661137441,7.578543619,4.885342168,2.693201451,558,844,468,258,726,0.656131506,0.735849082,0.641638219,0.767441869,0.63516748
1960,Utah,Mountain,890627,0.651162791,2.133328543,1.235084946,0.898243597,56,86,11,8,19,0.638554215,1,0.649999976,0.666666687,0.64864862
1960,Vermont,New England,389881,0.607843137,0,0,0,31,51,0,0,0,0.620000005,0,0.388888896,NA,0.388888896
1960,Virginia,South Atlantic,3966949,0.654885655,7.184362592,4.285409265,2.898953327,315,481,170,115,285,0.651480615,0.690476179,0.633136094,0.575757563,0.637130797
1960,Washington,Pacific,2853214,0.467336683,2.593566413,1.261735012,1.331831401,186,398,36,38,74,0.466145843,0.5,0.453658551,0.230769232,0.46095717
1960,West Virginia,South Atlantic,1860421,0.694444444,3.601335397,2.902568827,0.69876657,175,252,54,13,67,0.694779098,0.666666687,0.692682922,0.666666687,0.693467319
1960,Wisconsin,East North Central,3951777,0.418604651,1.543609369,0.809762292,0.733847077,180,430,32,29,61,0.418224305,0.5,0.456375837,0.25,0.458239287
1960,Wyoming,Mountain,330066,0.704918033,5.150485055,2.120787964,3.029697091,43,61,7,10,17,0.694915235,1,0.847826064,1,0.844444454
1961,Alabama,East South Central,3284482.5,0.80730897,10.10813728,6.211024111,3.897113168,243,301,204,128,332,0.802238822,0.848484874,0.727272749,0.730769217,0.726923048
1961,Alaska,Pacific,233588.5,0.769230769,9.846375143,6.421549006,3.424826137,30,39,15,8,23,0.806451619,0.625,0.621621609,0.857142866,0.566666663
1961,Arizona,Mountain,1349034.9,0.64640884,5.707784135,3.483972134,2.223812001,117,181,47,30,77,0.629629612,0.789473712,0.632286966,0.470588237,0.645631075
1961,Arkansas,West South Central,1799968.8,0.753623188,6.666782224,4.833417113,1.833365112,104,138,87,33,120,0.763779521,0.636363626,0.762237787,0.899999976,0.751879692
1961,California,Pacific,16140797,0.370999605,4.225317994,1.970162936,2.255155058,939,2531,318,364,682,0.373603642,0.315789461,0.345990062,0.32710281,0.346735507
1961,Colorado,Mountain,1799278.2,0.427083333,4.501805224,2.501002902,2.000802322,123,288,45,36,81,0.491166085,0.400000006,0.53511703,0.555555582,0.534482777
1961,Connecticut,New England,2584881.5,0.243589744,1.392713747,0.502924409,0.889789339,57,234,13,23,36,0.240174666,0.400000006,0.269784182,0.307692319,0.267924517
1961,Delaware,South Atlantic,456473.2,0.520833333,4.162347319,2.628850938,1.533496381,25,48,12,7,19,0.488372087,0.800000012,0.425531924,0,0.454545468
1961,District of Columbia,South Atlantic,763211.4,0.235294118,11.66125139,4.716910675,6.944340716,20,85,36,53,89,0.17741935,0.391304344,0.293478251,0.314285725,0.280701756
1961,Florida,South Atlantic,5135348.3,0.504464286,9.191197411,5.530296747,3.660900664,339,672,284,188,472,0.503924668,0.514285743,0.502816916,0.633333325,0.497058809
1961,Georgia,South Atlantic,4007761.9,0.747282609,10.60442238,6.886636654,3.71778573,275,368,276,149,425,0.74626863,0.75757575,0.786924958,0.733333349,0.791122735
1961,Hawaii,Pacific,646350.9,0.2,1.856576668,1.083003056,0.773573611,13,65,7,5,12,0.227272734,0.186046511,0.268656731,0.155555561,0.5
1961,Idaho,Mountain,671728.6,0.673684211,2.381914362,1.637566124,0.744348238,64,95,11,5,16,0.680851042,0,0.623529434,NA,0.623529434
1961,Illinois,East North Central,10184439.8,0.445168295,5.262930613,2.827843314,2.435087299,410,921,288,248,536,0.445977002,0.431372553,0.420675546,0.307692319,0.427027017
1961,Indiana,East North Central,4715615.1,0.513684211,3.562631734,2.290263257,1.272368476,244,475,108,60,168,0.510822535,0.615384638,0.51559633,0.615384638,0.513157904
1961,Iowa,West North Central,2764220.9,0.476635514,1.338532677,0.832060853,0.506471824,153,321,23,14,37,0.474999994,1,0.458083838,0.25,0.460606068
1961,Kansas,West North Central,2185407.7,0.625514403,2.104870409,1.189709362,0.915161048,152,243,26,20,46,0.629166663,0.333333343,0.585657358,0.363636374,0.595833361
